,tanggal,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,WSPM,AQI,Kategori_Udara
0,2013-03-01,7.285211267605634,12.764807165833199,8.71830985915493,25.89118931716824,422.1288687489916,68.02816901408451,1.1876760563380282,1026.5778169014084,-20.152112676056337,2.9105633802816904,30,Good
1,2013-03-02,17.898936170212767,23.4553330720655,20.095744680851062,47.72443046788913,736.8088607259348,38.079787234042556,-0.03882978723404257,1028.2441489361702,-16.913829787234043,1.229787234042553,63,Moderate
2,2013-03-03,50.03448275862069,82.02586206896552,19.45689655172414,52.38886797190562,959.7135039148184,39.31896551724138,7.180172413793104,1012.5094827586207,-12.363793103448277,1.5655172413793104,137,Unhealthy for Sensitive Groups
3,2013-03-04,19.407692307692308,36.09694321191011,15.516473846153845,39.13174048561537,644.4366650316841,59.20384615384615,9.819999999999999,1017.3592307692309,-12.942692307692308,2.2226923076923075,66,Moderate
4,2013-03-05,77.66666666666667,90.62222222222222,18.177777777777777,47.28701681728654,1164.139985830151,90.04444444444445,1.6466666666666665,1012.2022222222222,-9.45111111111111,0.8222222222222222,162,Unhealthy
5,2013-03-06,145.55555555555554,141.66666666666666,29.77777777777778,62.22222222222222,1644.4444444444443,87.33333333333333,0.9444444444444444,1005.2888888888889,-6.177777777777778,1.1444444444444446,197,Unhealthy
6,2013-03-07,99.2,100.26666666666667,25.6,54.709239039508766,1268.6510969412625,56.666666666666664,5.180000000000001,1002.4,-4.046666666666667,1.1133333333333333,174,Unhealthy
7,2013-03-08,99.73015873015873,133.3207180174068,30.963517460317462,64.22810112992481,1226.7349105136,89.0,9.763492063492064,998.5539682539683,-2.725396825396825,1.8888888888888888,174,Unhealthy
8,2013-03-09,37.798561151079134,104.67091788534469,8.578595683453237,27.236980557160138,618.6205990352731,88.92805755395683,6.0503597122302155,1010.5705035971222,-15.387769784172663,3.6446043165467628,107,Unhealthy for Sensitive Groups
9,2013-03-10,33.18631178707224,57.724824308104395,18.285171102661597,43.4881591480088,741.2908624022206,85.66920152091255,5.73574144486692,1020.2646387832699,-14.690874524714829,2.2958174904942963,95,Moderate
10,2013-03-11,85.08108108108108,108.4054054054054,26.16216216216216,56.108108108108105,1268.2639582194308,93.24324324324324,0.23513513513513518,1014.854054054054,-9.743243243243244,0.9378378378378379,166,Unhealthy
11,2013-03-12,124.59239130434783,107.5054347826087,20.494565217391305,76.26237593035468,1692.708148708461,38.63586956521739,4.630434782608695,1008.9576086956522,1.6983695652173914,1.232608695652174,187,Unhealthy
12,2013-03-13,16.972125435540068,22.583311742833647,13.142857142857142,34.91956709678709,535.9117231400326,74.0383275261324,4.4313588850174215,1022.3174216027874,-11.587108013937282,2.1554006968641115,61,Moderate
13,2013-03-14,72.13709677419355,80.33870967741936,19.991935483870968,64.66935483870968,1410.1580542315614,82.08064516129032,0.5782258064516129,1023.733870967742,-4.815322580645161,1.6193548387096774,160,Unhealthy
14,2013-03-15,149.63636363636363,142.0909090909091,20.393939393939394,69.5345025937161,1647.2282699466023,48.24242424242424,0.9939393939393939,1015.7181818181817,-3.0939393939393938,0.9666666666666667,200,Unhealthy
15,2013-03-16,221.33333333333334,194.66666666666666,31.5,90.66666666666667,1838.1277423531558,99.66666666666667,6.216666666666666,1013.0500000000001,0.7000000000000001,1.1666666666666667,271,Very Unhealthy
16,2013-03-17,197.08695652173913,176.04347826086956,23.956521739130434,73.52173913043478,1868.882580972035,103.91304347826087,5.3,1007.8260869565217,0.5782608695652174,0.8782608695652173,247,Very Unhealthy
17,2013-03-18,18.834710743801654,46.3099173553719,8.446280991735538,23.962809917355372,504.13193308715836,87.6599090909091,8.087603305785125,1001.6235537190082,-11.598347107438018,3.797107438016529,65,Moderate
18,2013-03-19,36.517361111111114,36.75,9.072916666666666,41.267361111111114,768.906456389041,30.36480902777778,1.8600694444444446,1008.6409722222221,-1.4972222222222222,1.8354166666666667,104,Unhealthy for Sensitive Groups
19,2013-03-20,46.91258741258741,43.43006993006993,10.237762237762238,38.2027972027972,859.9912475936504,42.564662237762235,1.4741258741258743,1016.8321678321678,-3.7192307692307693,1.7954545454545454,129,Unhealthy for Sensitive Groups
20,2013-03-21,125.41441441441441,130.48648648648648,18.207207207207208,66.06143507023708,1319.3259692740205,22.72072072072072,2.939189189189189,1005.3468468468468,-2.5765765765765765,1.3558558558558558,187,Unhealthy
21,2013-03-22,75.21818181818182,115.76,20.592727272727274,51.21818181818182,850.6111484235482,53.18909090909091,6.36509090909091,1011.3021818181817,-6.329454545454545,2.3821818181818184,161,Unhealthy
22,2013-03-23,39.990566037735846,67.12264150943396,13.622641509433961,46.73977129035749,929.1427512542592,37.96999528301887,3.5330188679245285,1009.6594339622641,-7.9174528301886795,2.592924528301887,112,Unhealthy for Sensitive Groups
23,2013-03-24,16.744755244755243,29.293706293706293,8.98951048951049,31.208022869466312,581.3064747843547,65.08235524475525,4.798601398601399,1015.9440559440559,-14.272377622377622,2.234965034965035,61,Moderate
24,2013-03-25,83.46762589928058,112.20863309352518,22.67298417266187,64.36238735518363,1260.268676615372,31.92301726618705,2.39136690647482,1015.5561151079136,-6.7107913669064745,1.4280575539568345,165,Unhealthy
25,2013-03-26,139.73134328358208,166.88959130669127,21.70149253731343,59.7097663040377,1597.1054599473991,14.921062686567163,2.898507462686567,1009.3283582089553,-3.4656716417910447,0.8522388059701492,194,Unhealthy
26,2013-03-27,82.70703125,105.8304789747981,13.03515625,40.1041524496546,931.8456906710313,53.66642734375,10.639453125,1005.079296875,-5.796875,2.792578125,165,Unhealthy
27,2013-03-28,23.717770034843205,44.43415546184082,7.669329616724739,32.27071324041812,553.919505529862,69.44014146341463,7.924041811846689,1015.0557491289198,-12.532752613240419,2.1881533101045294,75,Moderate
28,2013-03-29,67.43783783783783,101.57297297297298,20.043692972972973,61.77020370590612,1169.9124117521126,37.78926810810811,5.047027027027028,1015.6264864864864,-7.3410810810810805,1.617837837837838,157,Unhealthy
29,2013-03-30,85.24731182795699,97.46236559139786,21.946236559139784,48.344086021505376,836.8792091840745,58.953068817204304,5.959139784946237,1016.658064516129,-0.5096774193548387,2.041935483870968,166,Unhealthy
30,2013-03-31,161.43866171003717,177.43494423791822,18.840148698884757,63.18959107806691,1331.523295368472,12.442379182156134,5.280297397769517,1012.9936802973978,2.132342007434944,1.5256505576208177,212,Very Unhealthy
31,2013-04-01,55.35885167464115,77.75800745423362,12.891288038277512,31.05186239961218,825.1492700929532,69.64231770334928,11.622966507177033,1012.1885167464114,-7.208612440191387,3.2889952153110045,150,Unhealthy for Sensitive Groups
32,2013-04-02,62.877300613496935,90.03680981595092,17.50920245398773,51.388203504204064,1042.711031209021,54.939072392638046,7.706134969325153,1013.00490797546,-5.589570552147239,1.4312883435582824,155,Unhealthy
33,2013-04-03,96.02877697841727,140.79856115107913,23.223021582733814,60.78876680282468,1144.1714551841342,52.79324604316547,9.914388489208632,1006.431654676259,-2.133812949640288,1.4827338129496404,172,Unhealthy
34,2013-04-04,57.44347826086957,77.27826086956522,20.095652173913045,60.07826086956522,1581.1611557238075,34.208695652173915,7.076521739130435,1008.0947826086956,0.7104347826086956,1.3991304347826088,152,Unhealthy
35,2013-04-05,53.795539033457246,46.39776951672862,9.74721189591078,36.39208215296811,1101.946218989732,47.26337249070632,8.533457249070633,1012.8230483271376,-1.6814126394052045,2.7345724907063196,146,Unhealthy for Sensitive Groups
36,2013-04-06,12.60763888888889,23.515314132615472,6.211805555555555,30.355006288198084,480.1246461356611,64.33716527777777,8.65486111111111,1010.4045138888889,-8.917708333333334,2.027083333333333,52,Moderate
37,2013-04-07,62.62937062937063,99.62937062937063,20.363636363636363,57.396244944836205,1080.2559351378575,33.27563076923077,6.474125874125874,1003.1874125874125,-2.748951048951049,1.5972027972027973,155,Unhealthy
38,2013-04-08,27.450704225352112,104.91761485052223,5.524647887323944,22.642289779736828,399.59365748138595,76.29282183098591,8.976056338028169,1006.5102112676058,-12.070070422535212,5.369718309859155,83,Moderate
39,2013-04-09,12.57986111111111,28.680555555555557,4.479166666666667,18.09546715509502,352.6442114869371,84.53931458333334,8.067361111111111,1014.0107638888888,-10.213194444444445,4.009375,52,Moderate
40,2013-04-10,13.238596491228071,25.76000918438005,4.917254736842105,29.061337939313013,473.30618689790515,68.87033684210526,7.888421052631578,1013.4929824561403,-10.091929824561403,2.915438596491228,53,Moderate
41,2013-04-11,20.214285714285715,41.97000934838684,7.029005714285714,48.268882342593976,741.1427054539794,55.94322857142857,10.215,1012.2282142857143,-10.6925,2.24,68,Moderate
42,2013-04-12,54.68846153846154,100.77692307692308,18.53228,65.69475296282187,888.4085660363428,42.45532923076923,14.663076923076924,1006.1830769230769,-4.710384615384616,1.7100000000000002,148,Unhealthy for Sensitive Groups
43,2013-04-13,50.5875,96.32083333333334,12.955309999999999,39.69497278596051,690.36791400982,58.40457333333333,17.129583333333336,998.7954166666666,-1.9441666666666668,3.2675,138,Unhealthy for Sensitive Groups
44,2013-04-14,39.96527777777778,90.1340368664872,12.256936111111111,36.45220881584793,557.0976792810816,76.82422569444445,12.203472222222222,1004.0875000000001,-6.332986111111111,2.2249999999999996,112,Unhealthy for Sensitive Groups
45,2013-04-15,69.40140845070422,131.40140845070422,22.267605633802816,56.50057745879169,1060.132621623906,40.61267605633803,9.309154929577465,998.4161971830987,-0.24929577464788732,1.4197183098591548,158,Unhealthy
46,2013-04-16,56.991189427312776,119.25550660792952,21.69283524229075,37.98707249681892,861.8922154547923,79.98130308370044,14.927753303964757,1001.1088105726873,-0.920704845814978,2.447136563876652,152,Unhealthy
47,2013-04-17,49.79298245614035,73.8140350877193,17.54035087719298,39.16012521260573,692.4966066955715,73.8036147368421,11.950877192982457,1005.6210526315789,-2.4526315789473685,2.274385964912281,136,Unhealthy for Sensitive Groups
48,2013-04-18,9.98611111111111,32.745147977598315,3.9126638888888885,19.934969041282883,369.898243962539,79.03191458333333,10.830555555555556,1016.7020833333333,-13.57638888888889,2.6805555555555554,42,Good
49,2013-04-19,44.00363636363636,72.24,15.300692363636365,38.17153480431005,727.776112710212,54.81623490909091,6.533454545454545,1018.12,-2.0436363636363635,2.5069090909090908,122,Unhealthy for Sensitive Groups
50,2013-04-20,72.70833333333333,77.98958333333333,10.003472222222221,43.70707842219664,744.9785842728982,57.79513055555555,9.144444444444444,1014.857986111111,-0.1232638888888889,1.8208333333333333,160,Unhealthy
51,2013-04-21,113.39035087719299,135.78070175438597,19.74061754385965,60.405255199967684,1090.9050824666692,45.63558596491228,10.917105263157895,1012.7162280701754,2.1013157894736842,1.6798245614035088,181,Unhealthy
52,2013-04-22,130.86274509803923,142.18300653594773,22.69934640522876,56.783212506900576,983.9792958862396,34.326797385620914,10.983006535947712,1008.7758169934641,4.391503267973856,1.4509803921568627,190,Unhealthy
53,2013-04-23,166.22666666666666,160.52359045619974,19.431075555555555,58.78601720148303,1201.5906581647575,23.509474666666666,11.207555555555555,1005.3186666666667,7.247111111111111,1.3893333333333335,217,Very Unhealthy
54,2013-04-24,74.5539033457249,91.99271101570525,8.460428252788104,42.904409019553896,842.7733446840963,46.89849219330855,15.723791821561338,1004.5156133828997,0.6501858736059479,2.6234200743494425,161,Unhealthy
55,2013-04-25,12.909407665505226,36.01813670765375,4.576404181184669,33.6948790881423,412.05412163149083,64.78905435540071,15.81149825783972,1006.9310104529617,-6.243205574912892,2.6174216027874566,53,Moderate
56,2013-04-26,49.7379679144385,100.20320855614973,16.331550802139038,61.868824059617225,904.5178196288484,45.29946524064171,14.03850267379679,1004.9042780748664,-1.8080213903743316,1.2213903743315508,136,Unhealthy for Sensitive Groups
57,2013-04-27,61.34615384615385,105.54232447146354,28.737,44.004177287037784,856.7553350679145,102.70091025641025,18.18974358974359,1004.1320512820513,1.2160256410256411,1.6025641025641026,154,Unhealthy
58,2013-04-28,37.85897435897436,76.65384615384616,11.666666666666666,38.89280237939271,708.0098263348582,70.65384615384616,16.306410256410256,1005.4012820512821,-2.51025641025641,1.7820512820512822,107,Unhealthy for Sensitive Groups
59,2013-04-29,17.119298245614036,66.0,4.612508070175439,29.899485108513378,622.9646142253629,79.57466666666666,21.37543859649123,1005.7964912280702,-6.327017543859649,2.866315789473684,62,Moderate
60,2013-04-30,22.15547703180212,59.33713947064754,6.4840989399293285,35.75048005627673,428.2956344211638,73.9912664310954,21.102826855123677,1007.8003533568905,-6.440636042402827,2.0840989399293286,72,Moderate
61,2013-05-01,40.56140350877193,90.97355375845453,14.936842105263159,41.246758084993516,683.8323760331548,79.13684210526316,17.61017543859649,1008.9743859649124,0.49578947368421056,1.6817543859649122,113,Unhealthy for Sensitive Groups
62,2013-05-02,63.88815789473684,105.75152243802481,27.06383157894737,48.37966859941827,980.8569951704143,73.39445263157894,18.027631578947368,1006.5236842105263,2.9098684210526318,1.819078947368421,155,Unhealthy
63,2013-05-03,61.62256809338521,77.14396887159533,19.070038910505836,30.420233463035018,772.6051864133769,120.20907782101168,18.351750972762645,1010.7968871595331,6.031906614785992,2.003501945525292,154,Unhealthy
64,2013-05-04,87.97119341563786,118.13991769547324,21.063460082304527,38.937583301936314,781.671323592393,102.5875621399177,18.559670781893004,1010.3390946502058,6.753909465020576,1.7646090534979424,168,Unhealthy
65,2013-05-05,115.03260869565217,159.3804347826087,20.72826086956522,66.57608695652173,1079.9514446547596,46.42391304347826,16.432608695652174,1010.783695652174,8.36413043478261,0.9989130434782609,182,Unhealthy
66,2013-05-06,153.8918918918919,191.84893162684477,21.486486486486488,46.339306550554745,1332.9477247696145,119.35135135135135,19.45405405405405,1007.7027027027027,12.062162162162162,0.8405405405405406,204,Very Unhealthy
67,2013-05-07,123.33018867924528,167.2873851052787,19.19811320754717,61.80496277569012,1255.8716499891927,62.70754716981132,19.933962264150942,1008.593396226415,12.084905660377359,0.880188679245283,186,Unhealthy
68,2013-05-08,98.09836065573771,114.6613208524405,20.99165901639344,50.725675027635845,1130.5906511479,67.88520819672131,19.90655737704918,1007.1745901639345,10.648360655737704,1.8672131147540985,173,Unhealthy
69,2013-05-09,50.33449477351916,66.54865094480677,13.138308013937282,47.81919023203372,703.9662812053894,48.878926829268295,17.582578397212544,1003.5519163763067,11.267247386759582,1.3358885017421602,138,Unhealthy for Sensitive Groups
70,2013-05-10,43.851063829787236,85.24632206084944,8.840425531914894,43.41288914526314,631.6690005842462,57.48936170212766,21.499290780141845,995.4950354609929,2.7113475177304966,2.4375886524822694,122,Unhealthy for Sensitive Groups
71,2013-05-11,39.773381294964025,107.53482425898467,10.90993381294964,52.58568559313136,666.6290839359947,50.126290647482016,23.952877697841725,989.4093525179856,-0.5964028776978417,2.183093525179856,112,Unhealthy for Sensitive Groups
72,2013-05-12,36.40590405904059,87.22112783143572,11.9794036900369,46.20033466435033,712.4775580902008,57.69260442804428,22.330627306273065,993.9553505535056,-1.7564575645756457,1.4675276752767528,103,Unhealthy for Sensitive Groups
73,2013-05-13,58.57575757575758,110.66759206253532,18.908468686868687,54.57929793678887,1038.973986049256,44.06019393939394,19.24949494949495,995.9404040404041,3.282828282828283,1.303030303030303,153,Unhealthy
74,2013-05-14,40.56175298804781,94.91659537333807,7.9800796812749,33.40887516704128,615.839656180299,86.53366215139442,24.72430278884462,1002.1119521912351,2.145019920318725,2.2864541832669323,113,Unhealthy for Sensitive Groups
75,2013-05-15,50.24087591240876,116.90969921920771,14.284671532846716,53.20455796729157,869.7768220355937,77.3852102189781,20.234306569343065,1009.7065693430656,6.481751824817518,1.4467153284671532,137,Unhealthy for Sensitive Groups
76,2013-05-16,54.10377358490566,117.67924528301887,21.646158490566037,53.780053301886795,1026.2725933854192,75.44989716981132,20.116509433962264,1010.8825471698113,9.877830188679244,1.4367924528301887,147,Unhealthy for Sensitive Groups
77,2013-05-17,110.12254901960785,143.73529411764707,24.563725490196077,49.61274509803921,1173.1729735759457,90.35251764705882,20.3,1005.2950980392158,12.32205882352941,1.456372549019608,179,Unhealthy
78,2013-05-18,115.91666666666667,140.43859649122808,20.19736842105263,44.489273431449675,1110.5990612800426,89.1166394736842,20.83684210526316,999.6381578947369,13.914473684210526,2.104824561403509,182,Unhealthy
79,2013-05-19,55.99568965517241,100.21551724137932,10.176724137931034,31.349606399745912,815.1518137630051,58.77473620689655,19.74137931034483,994.6077586206897,5.968103448275862,2.7125,151,Unhealthy
80,2013-05-20,39.063380281690144,125.32394366197182,12.960760563380282,39.341338726397325,768.9858256840571,78.13743450704226,21.51901408450704,994.500352112676,0.4169014084507042,2.7070422535211267,110,Unhealthy for Sensitive Groups
81,2013-05-21,74.7890625,182.859375,22.865850000000002,61.02709229340459,984.8988520594676,64.8490140625,20.2796875,991.28125,7.79296875,1.3828125,161,Unhealthy
82,2013-05-22,60.532544378698226,117.42603550295858,19.850272189349113,58.413382840236686,1176.4012611911173,78.71933136094674,21.266863905325444,1004.315976331361,6.975739644970415,1.1023668639053255,154,Unhealthy
83,2013-05-23,52.63333333333333,103.32001454193507,16.166666666666668,71.22777777777777,1029.8965674777253,52.53937111111111,21.538888888888888,1004.7883333333333,7.447222222222222,1.0094444444444444,143,Unhealthy for Sensitive Groups
84,2013-05-24,52.35911602209945,78.42541436464089,14.0939226519337,37.73187900082,816.5044163666122,86.96132596685082,25.02430939226519,1005.935359116022,11.577348066298342,1.718232044198895,143,Unhealthy for Sensitive Groups
85,2013-05-25,46.77272727272727,92.45454545454545,13.43939393939394,57.27272727272727,729.7388856684687,51.93939393939394,22.7989898989899,1005.4090909090909,13.12020202020202,1.334848484848485,129,Unhealthy for Sensitive Groups
86,2013-05-26,88.18888888888888,97.74779231971284,15.511111111111111,44.227777777777774,1033.4320358562163,40.61666666666667,20.294444444444444,1002.9561111111111,16.93111111111111,1.7850000000000001,168,Unhealthy
87,2013-05-27,59.63414634146341,59.01393728222997,6.930313588850174,36.041811846689896,914.3405238943035,54.06698885017422,19.051567944250873,1001.545644599303,15.968641114982578,1.1153310104529617,153,Unhealthy
88,2013-05-28,74.59233449477352,77.30313588850174,5.550522648083624,53.7485418590794,1007.0701450625488,19.56369268292683,19.97770034843206,999.563763066202,15.725435540069686,1.4630662020905922,161,Unhealthy
89,2013-05-29,16.26388888888889,51.14445353315387,5.625,26.108393644035075,333.19964170758345,69.84801666666667,24.430208333333333,1003.1173611111111,2.171875,3.048611111111111,60,Moderate
90,2013-05-30,50.731818181818184,117.49090909090908,15.64793090909091,66.14756966868899,744.1560412835396,65.90958727272728,23.829090909090908,1000.6009090909091,6.830909090909091,1.7509090909090907,139,Unhealthy for Sensitive Groups
